date,condition,review,rating
"July 16, 2015",Panic Disorder,"I've had vertigo for three years now due to a head injury.  This cause inner ear damage and I have chronic dizzy spells.  I have tried every medication out there and was introduce to Xanax at a Urgent Care Clinic.  BINGO!  Finally, I found something that works.  It also the only medication that helps me sleep.  I don't know what I'd do without it.  Addicting but at least I can make it better with Xanax.",10
"July 15, 2015",Panic Disorder,"Xanax is by far the best anti anxiety medication on the market. I take it as needed and it works within minutes. I can't stand doctors who talk bad about the medication and how addictive it can be. People will aduse anything and every thing.  Xanax is amazing and I take it as needed, not like an addict would.",10
"July 14, 2015",Depression,"My first experience was when I quick smoking.  7 months after I had stopped I developed severe anxiety and panic attacks.  It took 3 months to figure out what was going on.  The neurosurgeon prescribed it to me and told me to take it immediately and call back in 30 minutes.  O M G!!!   What a miracle that was.  I took it for 2 months, switch to Zoloft, then back to the Cigs.  Thank God for E-Cigs.  

Now several years later.  Tinnitus hit me.   Mine is very weird as it comes and goes in cycles.  After seeing every doctor known to man, my ENT finally had me try Xanax so I could sleep at night.  OMG...what a difference.  

I take .5mg at bedtime every-night.  I sleep find.  Feel great.  And generally in a good mood.",10
"July 3, 2015",Anxiety,"I have been on every medication out there to help with my anxiety,/depression.  I was taking effexor which worked at first but I noticed that my head was just filled with unnecessary garbage to say the least.  My Dr took me off of the effexor and replaced it with brintellix and saphris which really helped my moods and depression.  But my anxiety was still affecting me to the point I thought I was having a stroke.  He prescribed my 1 mg of Xanax 3 times a day and wow!  The difference is night and day!  I am actually able to function normally and am so relieved.  I'm still scared to be taking it because of the addiction that can come with it,  but with my Dr's guidance I am feeling better about this medication.  My anxiety has subsided! Grateful!",10
"June 29, 2015",Anxiety,"I started this medication after developing a moderate/serve anxiety disorder after my grandfather passed unexpectedly, I was started on .25mg to to take twice a day and it had absolutely NO effect on me. If anything it made me anxiety symptoms worse and my breathing more shallow & panicked. The only thing the medication was good for was to help me sleep. Other than that it did not clear any anxious thoughts or take any of the edge off my anxiety. I would not recommend it for constant anxiety/anxious thoughts. I've heard it's only good for killing quick burst panic attacks. Has no affect on long term anxious thoughts.",2.0
"June 13, 2015",Anxiety,"Xanax may have saved my life. In the early nineties I was a young man pursuing my ambitions career, cars and women. Whatever I have done / experienced led me to be violent in my reaction to assholes. Also mom raised me as she went through menopause and was volatile. I was dangerously aggressive in my early 30's. xnx worked with no side affects noticed, sleepiness at first, that's all.I sought xnx because it made me feel like I should, calm, thus able to focus. Did well all these years. I got laid off, Doc retired and I can't find a local doc to prescribe.  The system took it away, Clandestine alternatives are expensive, risking life, limb and employment,  Docs are ignorant sometimes.",8.0
"June 7, 2015",Anxiety,"In 2007 I started having what I now know panic attacks, but didn't know it at the time my doctor sent my blood in for testing, trying to figure out why I'm having to pull over when driving cuz I think I'm going to pass out due to hyperventilation. First I thought I was having low blood sugar but a few weeks later at my follow up appt. My doctor said "" you're having major panic attacks I believe."".. I tried every anxiety medication there is trying to feel better.Then my Dr. Gave me 1mg alpazolam every 6 hours as needed. I still take xanex and 20mg of lexapro to this day.  Just having a xanex bar in my pocket helps prevent attacks, today I get 45 2mg bars  and I make sure I try to take no xanex a few times a week so I don't become dependent",10
"June 2, 2015",Panic Disorder,I started taking xanax when I was fifteen. I only take them when I have an anxiety attack and they are the only thing that helps. I am now 23 and still only take them as needed. They work within a short amount of time & soothe all symptoms even my muscle spasms.,10
"June 2, 2015",Anxiety,"Recently was prescribed Klonopin because my doctor didn't like how Xanax had such a quick onset but also quick fall.  I was okay with the change initially because even at 0.5mg, Xanax would make me so sleepy I couldn't function.  That made it pretty impossible to take during any day panic.  I've been have anxiety the last couple days, so I took a Klonopin last night hoping that I would wake with a sense of calm like I usually did with the Xanax.  Nope...the anxiety is actually worse.  Xanax isn't perfect; like I said, I generally try not to take it unless I am at home, so I've suffered a lot when I shouldn't have had to, but it has a much more calming affect than Klonopin is giving me.  I never took it long-term - only as needed.",8.0
"June 2, 2015",Anxiety,"I only take as needed, and it usually works awesome. Even knowing i have it as backup reduces my anxiety. It works best if taken before a stressful event but having a TBI makes remembering difficult. It also works better for me since i don't have to take daily on a schedule like other anxiety medications",9.0
"May 30, 2015",Anxiety,"Really does help with anxiety/panic attacks, but has nasty withdrawals. I was prescribed .5mg 3x a day, and whenever I moved, my new doctor stopped prescribing me them, pretty much forcing me to quit cold turkey. Worst month of my life, and it only exacerbated my anxiety in the end.",5.0
"May 30, 2015",Anxiety,Xanax helped me major status! When I was 22 years old tried spice its a messed up chemical synthetic THC bull.. anyways I smoked three bowls and then boom I couldn't breath my hands and muscles tightened up and I couldn't move. And my chest felt like I had 500 pounds on it! I thought I was dying and my whole body was tingly! Went to the hospital and they diagnose with GAD and panic disorder. For three months I did not leave my house and I thought I was dying 50% of the time. So my doctor put me on Ativan for a month I stopped taking it in 5 days. I felt like I was going insane. So I was given. Xanax for a month. The first time taking it BOOM it all stopped I was a normal person it helped me get over all my panic attacks! 0.5Mg as needed!,10
"May 26, 2015",Panic Disorder,"I hear a lot of people saying the same thing about this being sort of like a miracle drug that is what my psychiatrist and dr call to.
 It is quite amazing how you can be going through a full blown panic anxiety attack and just not too long after taking xanax. It's like night and day.
 It's definitely good to have one of these on hand if you suffer from anxiety or panic disorder. Sometimes just knowing I have it and helps me. anyway 10 out of 10 very addictive but definitely works. As long as you're not popping them every couple hours I think most people on here will find that it works great..",10
"May 14, 2015",Panic Disorder,"It's amazing how many symptoms come about because of anxiety: chest pain, chest squeezing, dizziness, light-headed feelings, feeling faint, sweating, nausea, heart palpitations. I could go on. Xanax is practically a miracle drug. It stops most of these symptoms cold after about 45 minutes of taking it. You feel better, and you look back at one hour ago, and you're bewildered that stress and anxiety caused you to feel so badly.",9.0
"May 12, 2015",Panic Disorder,This medication is a real life saver for aviaphobics/clausterphobics with panic disorder. I find .25 mgs prior to boarding an then an additional .25-.50 as needed stops an attack in its tracks. This medication (coupled with relaxing music on my iPod )has given me the ability to conquer the anticipatory anxiety and the panic itself. I cannot recommend this medication enough for true panic disorder/panic attacks.,10
"April 21, 2015",Panic Disorder,"Suffered from post traumatic stress disorder for over 17 years.  This was the best thing to keep me from having anxiety, triggering a panic attack. Other meds made it worse. Especially if you take an antidepressant like Lexapro. Lexapro alone will not work. Together with the Xanax and Lexapro is the best combination for PTSD!",10
"April 21, 2015",Anxiety,"This is a qualified positive review for Xanax.  I was suffering from mild depression and anxiety last winter and my doctor put me on Wellbutrin.   That stuff takes 4-8 weeks to work and in the interim it can really up your anxiety level.  A week later I started 1mg Xanax 1-2X/day and it took care of the anxiety immediately.  I continued using Xanax for more restful sleep but after about 3 months I realized that short and long term memory was WAY down.   Stopped Xanax and replaced with GABA and this seems to be a far better solution.   The Wellbutrin worked great, felt more energy the first week but did take 6-8 weeks to fully kick in.  I will now ONLY take the Xanax for rare, severe stress.  Also check the  connection to Alzheimers.",7.0
"April 16, 2015",Anxiety,"Xanax made me a normal person again. I had bouts of anxiety seemingly my entire life, but it didn't become debilitating until I reached my 20s and became overwhelmed with everything on my plate and I lost sight of who I was. I couldn't focus on anything because I was too worried about school and work and my health issues. It became too much, and I dropped out of school with a 4.0! Anxiety stole my life away, but Xanax gave me the strength to gain it back. I'm finally about to graduate, have a wonderful job, and just recently got engaged! I am a normal person, and I thank anxiety for calming my brain and enabling me to live a beautiful, productive life. I highly recommend it if you genuinely suffer from debilitating anxiety.",10
"April 15, 2015",Panic Disorder,"I had the worst anxiety imaginable that manifested to agoraphobia and I was a prisoner for years. It's a long story but Xanax saved my life or rather gave me my life back. In any event, those that suffer daily anxiety or GAD (general anxiety disorder) are better off using an MOA inhibitor as a maintenance medication and Xanax as an emergency medication. I'm on effexor daily 150Mg. that took about 10 weeks to start working but when it did is too was a miracle. I did have side effects when I started but my doctor told me to ""hang in there"" because the side effects are usually just temporary and they were with the exception of weight gain in which I control with exercise and diet which gave me another side effect, better health!",10
"April 11, 2015",Depression,"If you cut back on the dosage you risk the chance of having seizures, even taking as prescribed over a long period of time because of the tolerance buildup. I have been in re-hab 4 times trying to get off of xanax. They give you valium, librium or ativan so you don’t have a seizure and then lower that dosage over 7-15 days and release you. But 3-7 days later your symptoms are going to be so bad it will drive you back to xanax which now you will probably have to buy on the street because they’re widely available unlike valium.",1.0
"April 7, 2015",Panic Disorder,"I'm tried other anti-anxiety meds., but Xanax is the only one that keeps my panic disorder in check, and I'm had several others prescribed that were no effective.  I take 1 mg. 3Xdaily.",9.0
"March 31, 2015",Anxiety,"I take this as needed for anxious situations: i.e. the dentist (I would flee from the office crying if not for the Xanax), being around large crowds of people, etc.   It certainly takes off the edge that accompanies anxiety and helps me to be in situations that I normally couldn't.  It seems to take 45 mins to an hour to kick in so I am proactive in taking it to be prepared.  It's been a great help to get me to certain places and be able live life.",9.0
"March 19, 2015",Anxiety,"I have had anxiety since I was a child, from my personal experiences this medicine is the fastest and effective but BE VERY CAREFUL also the most depending.  I ran my prescription short one month and was without for a couple of days and had a seizure while driving. Just because the doctor says three or four times a day doesn't mean you need them that much, BE VERY CAREFUL!",9.0
"March 15, 2015",Anxiety,I started having anxiety attacks a few months ago due to marijuana use. Bad life choice I regret but due to my natural anxiety marijuana made it 10x worse. I started having anxiety attacks sometimes up to 6x a day for a few weeks. I had a visit to my doctor scheduled anyway and was honest and told him about my situation. He prescribed me xanax to use as a short term medication for my anxiety attacks as he said weed can cause horrible anxiety for a month in some ppl. I took it as prescribed which was every six hours as needed. I started with about .25mg a day but took .5 a few times when it was real bad. 2 weeks later I began splitting the pills in half to .12. Am completely off it now but made a huge difference in my life for that time.,8.0
"February 23, 2015",Anxiety,"I've been battling anxiety since before I could remember it got so bad that I finally tried Xanax  for thw first time today and so far I feel like my best self l. My mind is no longer racing a million miles a minute and I don't feel tense at all, only peacefulness.",10
"February 16, 2015",Depression,Xanax has helped me so much for my depression and panic attacks. Even has helped a lot with my obsessive compulsive disorder. I don't have nearly as many compulsions since I've started taking it.,9.0
"February 5, 2015",Panic Disorder,I take a small dosage as needed and it's very helpful in keeping my anxiety under control.,10
"January 28, 2015",Anxiety,Severe withdrawal,7.0
"January 25, 2015",Panic Disorder,"Xanax works almost immediately when I'm having a panic attack.  I have tried a lot of different ""newer"" antidepressants and they always have weird side effects. Then the doctor says to keep taking them for weeks to work. ",10
"January 23, 2015",Anxiety,"Rash, dry eye, dry mouth, dry skin, sore tongue and throat, cramps.",5.0
"January 15, 2015",Panic Disorder,"I have been on Xanax 1mg twice a day and it has been a God send. I suffer from panic attacks and actually had to be hospitalized, I was placed on Klonopin and then I was switched to Xanax first at 0.5 mg than to 1mg it's a wonderful medicine however be very aware of this medicine being very addictive.",10
"January 14, 2015",Panic Disorder,"I first started taking 0.25 mg. It worked like a miracle pill. I was also having trouble sleeping. I tried everything antidepressant, Ambien, Lunesta, Restoril you name it I tried it . Now after 3 hrs on Xanax I use a 1 mg pill before bed and I sleep like a rock and very rarely do I have a attack during the next day. If I do I take 0.25 mg and in 15 min I'm fine. For me it took care of both sleeping and panic attacks!",10
"January 10, 2015",Panic Disorder,"I had severe anxiety and panic attacks and have tried antidepressants that didn't work and gave side effects for not being the correct medicine. Wild thoughts, voices and fear consumed me. I started with 0.25 then slowly came off of it. Taking too long made me mentally slow. Tried tapering off and taking as needed until I worked through the fears and anxieties. Ultimately our minds are trying to make decisions, fighting ourselves and indecision creates mental turmoil that only we can correct by making a choice and moving forward.",8.0
"January 8, 2015",Anxiety,This medication has helped me a lot it keeps me calm and it's fast acting just take them as prescribed!,10
"January 2, 2015",Depression,"I have dealt with depression, anxiety, social phobia or social anxiety which ever label they want to use for it these days. I have dealt with these issues pretty much since kindergarten. Well mainly the extreme social phobia/anxiety at that time which they used to just call ""shy"". When I was 18 and was seeing a psychologist he diagnosed me as having agoraphobia, I'm guessing because they really didn't have the term ""social phobia/anxiety"" at that time. I finally started taking Paxil and it worked good for 10 yrs then I maxed out on dosage and it stopped working. Tried all the other SSRI's/SSNRI's. Effexor XR worked best but didn't help anxiety/or social phobia issues. Got on Klonopin, then Xanax eventually. Benzodiazepines are life savers for socialphobia.",10
"January 2, 2015",Depression,"I've suffered from generalized anxiety for 25 years. At one point I could barely leave my house. Afraid to drive on bridges, tunnels, fly...  I even had anxiety about taking taking anxiety medication.  Xanax was a game changer for me!  I rarely take it, but I've Taken trips I never thought I would be able to take. Get this, I was even able to skydive!  Not bad for an agoraphobic.  It builds confidence. Just having it in my pocket really helps. I had to take a .5 mg dose tonight because I've been in panic mode for five days and I  finally needed to reset my mental state.   I think David Burn's ""feeling good handbook,"" is an awesome tool too. I'm rambling because after 5 days of super anxiety, I finally took a .5 and now I feel great.",10
"December 18, 2014",Panic Disorder,30 years of Xanax at 1mg 3x a day. I miss the passion that my husband and  I have but my body is numb. I have a my perfect husband so I pretend. Xanax will RUIN your sex life and take a lot from you if you take it for years like I have. They hardly work at all now and I am having lots of problems trying to stop. Beware because at first they are wonderful. ,9.0
"December 17, 2014",Anxiety,Great for what it is meant for but a huge risk factor for dependency. If you can your better off taking Lexapro.,9.0
"December 13, 2014",Anxiety,Takes away all anxiety and stress. I have GAD SAD and PTSD.,10
"December 12, 2014",Anxiety,"Works very well for anxiety. The best way to take these types of medicines is to take them as needed. Some doctors will tell you to take them everyday as prescribed, but I found in my 20 years of experience with Xanax that taking them everyday is an easy way for it to become habit forming and addictive. When I take them as needed I don't become dependent on them. I think doctors disagree with this method because they feel that you need to counter the anxiety before you get it and that way you can learn to tolerate it. I have tried using Xanax both ways, it's nice not having anxiety, but your body and mind will adapt to the dosage and if you take it long enough you will find you need a higher dose to feel like you did.",10
"December 5, 2014",Anxiety,"I noticed my memory was very much affected on Xanax.  This is the quickest working benzo in my opinion, but does not last long.  Also, the withdrawals from Xanax were more severe than the withdrawals from the other benzos I've been on.  It works great for some people, but not so much for me.",5.0
"December 1, 2014",Anxiety,"Acts very quickly and definitely feel the calming effect. The only downsides is that it doesn't last very long (2-3 hrs max, maybe even less) and you quickly build up a tolerance for it so you end up having to take much more the more you use it.",8.0
"November 22, 2014",Anxiety,Only benzodiazepine that worked completely. Been on all the others. Have tried antidepressants with negative results. So at the correct dose. Alprazolam is what I consider the hardest working anxiety and stress reliever available.,9.0
"November 20, 2014",Depression,This is the best medicine out there. It makes me a better person. I love it. I have anxiety and depression and this is the only thing that makes me tolerable to be around. Levels me out and makes me happy.,10
"November 15, 2014",Anxiety,"Great for anxiety. However, only recommend using short term. I've gone through opiate withdrawing as well as benzo withdraws, and benzo withdraws are far worse. Never felt more suicidal...use with caution...",2.0
"November 13, 2014",Panic Disorder,"I have been taking Xanax 1MG twice daily as needed to help cope with my severe panic disorder and anxiety attacks, which have been impacting my sleep schedule drastically. Take the correct oral amount daily, and you will see positive results in no time! If you feel like your having complications, contact your doctor immediately! Everyone's tolerances are different!",9.0
"November 12, 2014",Anxiety,"I have been on Xanax for a few years due to my anxiety discover. This tablet which I only take a quarter of when it is necessary which doesn't happen very often has helped me sleep and calm down. 
My sister has terminal cancer. 
It also helped me go through tough events.",10
"November 6, 2014",Anxiety,"I take this medication as needed. I take 150 mg Effexor daily, which helps with the majority of my depression and anxiety, but I take Xanax when I need to take the edge off. I was recently prescribed this, and I have only had to use it twice, while flying (I go into full panic mode). I took an entire pill 30 minutes before my flight and it made me relax right away. I have never been able to sleep on a plane (even during international flights), but it calmed me down to the point I fell asleep during both flights. It didn't even bother me during take off when the pilot had to slam on the breaks due to a cargo light.

This medication does make me sleepy, though I have not taken half a dose so far. My panic attacks are not as frequent as some.",10
"October 29, 2014",Panic Disorder,I have a panic disorder and have been taking Xanax for over 20 yrs now. Never had to increase my dose and finally can live a normal life. The doctor had tried all different medications and this is the only one that worked.,10
"October 17, 2014",Anxiety,Been taking it for 2 years and it gets me through anxiety attacks.,10
"October 7, 2014",Depression,I was prescribed Xanax because my half brother died and I could not cope with it alone on just taking Pristiq for depression. Taking both of these medicines has really reduced my depression tremendously to where it only affects me a little now and not so many days in a row. I'd really like to stay on Xanax with my other antidepressant medication Pristiq 100mg because its helping a lot!,10
"September 26, 2014",Depression,awesome,10
"September 18, 2014",Panic Disorder,"Just got prescribed 0.5mg of Xanax. Within a half hour the intrusive thoughts and panic attacks stopped. Taking sparingly, only when needed. Definitely a good thing to take at your worst moments, but not good for regular use.",8.0
"September 3, 2014",Panic Disorder,"I have panic disorder and Xanax has helped me greatly. The only problem that I have experienced is that I have become resistant to it. Rather than .25mg helping, I need to take 3 to calm down. My doctor only allows me 30 .25mg pills per month, so I'm petrified that at some point, I am going to have an attack after I have run out of meds.",8.0
"August 20, 2014",Anxiety,"I have been on quite a few antidepressants in addition to Xanax.  The antidepressants made my anxiety and panic worse, needing to increase my intake of Xanax when on the antidepressant(s).  I was really reluctant to take the Xanax when I was first prescribed the medication.  I have been of Pristiq for 8 months now and have lowered my Xanax from 1 mg in the morning, 1mg midday and 2 mg at bed.  I am now taking 0.5mg in the morning and 1.5 mg at bed.  I am taking vitamins, doing yoga and taking better care of myself. My doctor knows, I am honest. He wanted me to take 2mg every 8 hours but never did. My Mother just died a few weeks ago and have been getting really bad anxiety and still the same dose helps me.  Hope this helps.",10
"August 9, 2014",Anxiety,The best to ease the stress,10
"August 2, 2014",Anxiety,"After a recent medical diagnosis, I had a difficult time coping and felt a tremendous sense of fear and worry constantly. Brought me to the point I was physically ill everyday and having panic attacks frequently. Xanax is wonderful when you find the right dose. Too much and I became a zombie. 0.25 MG was my perfect dose. It brought me down from panic and allowed me to take a step back and deal with my problems rationally.",10
"July 30, 2014",Anxiety,"It makes any impossible situation more possible, it controls violence rage temper anger towards others. Post Traumatic Stress Disorder, panic attacks and keeps you calm.  The best!",10
"July 26, 2014",Anxiety,"I was in England when I started getting feeling of depersonalization, forehead pressure, fear, negative thoughts and irritation etc. I came back to my country and consulted a doctor. He diagnosed me with Generalized Anxiety Disorder. What he prescribed me may have worked but honestly speaking I did not give fair chance to the prescribed medicine.  He did not prescribe me Xanax but I managed to get it from somewhere myself as I had read about its effectiveness against anxiety. It worked perfectly for me. I killed my anxiety with it. It normalizes me and keeps me going ahead in life. I give 9/10. ",9.0
"July 11, 2014",Anxiety,"I thought this medicine might help with the onset of an atrial fibrillation attack and it does!  Not a guarantee but very often helps  especially at night when I feel something coming on...it allows me to fall into a deeper sleep which at times kicks the onset.  Also very useful for anxiousness, as documented.  I do not take it daily, only when needed.",9.0
"July 8, 2014",Panic Disorder,"I take 0.25mg three times a day for panic attacks. I wish I could say Xanax stops the panic attacks completely, but it only lessons the symptoms until I feel okay enough to calm myself down with breathing exercises. Other than that--- Xanax is a miracle.",10
"July 4, 2014",Anxiety,"I get intense panic attacks. Xanax is very effective at working quickly to stop a panic attack. It saved my life, until after a few months I tried to stop taking it and got horrible withdrawals. I felt like I was dying, my anxiety was worse than it had ever been in my life, high blood pressure (and mine is naturally low), tachycardia, hallucinations, tremors. I hope anyone considering taking Xanax takes it at a low dose and not daily. If daily, do not quit cold turkey. ",9.0
"May 21, 2014",Anxiety,First time taking Xanax today and I feel great! The doctor prescribed me 0.5mg every 6 hours but I took a 0.25 and it helped tremendously! I am calm and able to function. All those anxious and negative thoughts just slip away.,10
"May 7, 2014",Anxiety,This medication has helped me live a normal life well more normal. I don't worry much about nothing and I can go into Walmart and feel comfortable. My social life is improving as well. There were times I couldn't get myself to interact with people sometimes I wouldn't even answer the phone. I've only been on this medicine for a little over a month it has truly been a lifesaver. I am sleeping like a baby I can't remember the last time I've struggled to calm down and go to sleep only to wake up several times a night using the bathroom or just couldn't relax. My quality of life is getting much better.,9.0
"April 27, 2014",Panic Disorder,The only medication that stops my paralyzing panic attacks. Generally works within 10 minutes. Side effects are non-existent.,10
"April 17, 2014",Anxiety,I have experienced anxiety since being diagnosed with Cancer 4 years ago. I use 0.5 MG's twice daily and stick to this dosage given to me by my doctor. It helps me tremendously. I have tried to step off it several times and found it very difficult. Will remain on it for as long as I need it. It improves my life quality and keeps panic and anxiety at bay.,10
"April 14, 2014",Anxiety,"Yeah, it works.

Some people are more sensitive than others. Generally, you take a pill (depends on dosage) and you just start feeling your tight chest and stomach release, and I notice I begin breathing more calmly and normally. Just feels good all over, which is such a contrast from the horrors of anxiety.

It can make you a little sleepy. I think for 'normal people' it would make them very sleepy. For 'anxious' people, I think it makes you normal and relaxed.

The one problem is that if you take it too much, like three days in a row, the effect is reduced and you have to 'up' the dosage. I think it works best for occasional use, like before a difficult situation or when you're just having a lot of anxiety and need calm.",10
"April 9, 2014",Anxiety,Extremely helpful!,10
"April 2, 2014",Anxiety,"This works effectively for anxiety as well as sleeping problems. It doesn't impair my cognitive abilities. It is not addictive to me, however the only problem is getting off Xanax and the backlash effect it creates. I have successfully used Tranxene to bridge this gap and taper off safely. I rate it a 9 1/2; it has been a true miracle when I needed it most!",9.0
"April 1, 2014",Panic Disorder,A miracle pill for the worst of panic attacks. Nothing compares to the effectiveness of Xanax. ,10
"March 31, 2014",Anxiety,"I was very uneasy always sad, lost how to be happy, jumpy at the slightest things and panic and from the second or third pill began to feel a difference. I felt like I could have fun again or really smile at least. It is like my brain needed a little help adjusting to difficult situations.",10
"March 17, 2014",Anxiety,"I should start by letting you know that I was an addict of medicines (and having been through treatment, now enjoy 2 years and 9 months of sobriety) but I am also a sufferer of a wretched case of anxiety complete with full blown crippling panic attacks.  Which I have suffered from for many years, but upon completing treatment for my recreational use and now being honest with doctors it was very difficult for that reason to get one to prescribe something that would help my condition.  When I found one that would I would have to have my wife allocate the Xanax out to me but I will say it has helped and worked wonders.  IN MODERATION!!",8.0
"March 11, 2014",Anxiety,"Works almost immediately. Gets rid of chest tightness, anger, emotional rollercoaster. Just doesn't last a full 8 hours.",9.0
"February 25, 2014",Anxiety,"I have to start by saying that I'm fearful of medications for starters, secondly I have dealt with anxiety, panic attacks and agoraphobia for many years now! I'm not housebound but do have a small neighborhood radius of ""comfort"". I have in the past felt shamed of my condition as I thought I was unique and alone and somewhat embarrassed to try to explain my irrational feelings and thoughts, which I have learned since that they are entirely ""made up"" and thoughts lead to feelings that lead to behaviors all of which can be undone with the help of medicine, therapy, relaxation techniques, journaling, diet, exercise and not being afraid to open up about your anxiety. You are NOT alone! Learn to RELAX it WORKS.",10
"February 17, 2014",Anxiety,"I've been on a variety of different benzodiazipines for about 16 years now for anxiety, Agorphobia and even insomnia and I have to say Xanax is by far the most effective. I've been on Valium, Klonopin, Ativan and even SSRI'S and none helped me the way Xanax did. Ativan did absolutely nothing, Valium was ""decent""(I'd give it a 5) because of its long acting qualities and Klonopin made me tired all the time. Only with Xanax can I lead a normal, productive life. Without that medicine I would not be able to hang out with friends, go to the grocery store, go to the mailbox, associate with my family ...these are all triggers of my anxiety. Even answering the phone! I've taken 2mgs two times daily now for the past 7 years and it works great!",10
"February 16, 2014",Anxiety,"I have always struggled with worry, stress, and anxiety and recently have gone through some really difficult situation. My doctor diagnosed me with panic attacks and prescribed me a low dose of Xanax to take when needed. I take half a pill because I am afraid of developing a habit and hate relying on medications. This really does work and helps me a lot. I have only needed it a few times.",10
"February 15, 2014",Anxiety,"I have anxiety for a long time, taking Zoloft for it since 99 not sure how much it helps, but when I get really bad I take Xanax .25mg, it does help quickly. My only thing on Xanax, I wished that it wouldn't be habit forming and because of that, you may need to make dosage higher and higher after .25mg. Also recommend checking for interactions with Xanax if you are taking any other medicines.",9.0
"February 12, 2014",Anxiety,"I asked my doctor if he could give me something as I had been under stress and anxiety for some time.  I take 0.5 mg of Xanax twice a day.  I take it about 1/2 hour before I go to bed so I can relax and sleep.

Not sure if the Xanax is causing some weight gain or not.",9.0
"February 5, 2014",Panic Disorder,I have been on Xanax for about 8 months after a very difficult period in my life. Xanax helped me very well in the beginning of threatment but quickly tends to lose its beneficial effects. The development of tolerance is a major issue with all benzodiazepines and seems to build fast with Xanax / alprazolam. I had to increase my dose from 0.5 mg twice a day to 2 mg three times a day. Tapering off can be difficult.,6.0
"February 3, 2014",Tinnitus,"Lifesaving. Was completely nonfunctional before being put on it. I understand the risks but the risks of disabling tinnitus were 1 million times worse. This medicine needs to be studied further as I also agree that severe tinnitus related to sudden sensorineural hearing loss is a brain condition. I tried a million things beforehand (steroids, steroids injected into ear, hyperbaric oxygen, etc.) Xanax saved my life.",10
"January 28, 2014",Panic Disorder,I had a breakdown in my doctor's office after my Klonopin stopped working. She said I needed something stronger for my daily panic attacks as I could not even function at my part time job that was only three days a week. I am on 2mgs twice daily. It's affordable and helps like no other medicine I've tried. I take it with chamomile tea to relax if I've had a stressful day. Or if things get too hectic at work I may take half of one. It also cured my insomnia. I feel like a normal person now. ,10
"January 19, 2014",Panic Disorder,This is only what helps me.,9.0
"January 4, 2014",Anxiety,"As far back as I can remember, kindergarten I think. I've suffered from major anxiety issues. I can remember throwing up in the trash can by the entrance to Jr. High School, and through High School even. I could then, and can now make my hands sweat just by thinking about it. When I finally got on Xanax, I was far more outgoing, funny, and learned there was a whole side to me I didn't really know existed due to Anxiety. My point is.......don't wait! Talk to some one who can help you with Anxiety if you have it. And BE HONEST! Tell them how hard it is for you!!",10
"January 2, 2014",Anxiety,"I started taking Xanax in 2007- my daily dose was up to 4mg daily as needed. I finally felt that I had my life back. In 2013 we moved to AZ and the 1st Dr I saw here discontinued it, cold turkey. A few others were drastically cut back and stopped without any warning. I must say it has been difficult.",10
"December 13, 2013",Anxiety,Xanax is the best when taken only as needed and not on a daily basis.  Nothing else comes close.  Just be cautious and it can be used over  a longer period of time if not abused. It has worked for me that way.,NaN
"November 27, 2013",Panic Disorder,"Between being at 3 terrorist attacks 911, Madrid and the 1st Trade center I have had severe panic attack and depression. Xanax is a great cure for the craziest things that life throws at you.",10
"November 26, 2013",Anxiety,"Xanax was a Godsend in the short term. Nearly immediate peace from all anxiety and panic symptoms. The longer I took it though, the more problematic it became. Constantly increasing dose for effectiveness, switching formulations. Finally addiction, dependence - didn't matter if it was called this or that. Discontinuing Xanax was painful. Like weeks long, restless, climbing the walls, no sleep. I'd still call it useful in a low dose, well supervised situation. ",9.0
"November 21, 2013",Depression,Very good for insomnia and stress which leads to depression.  No side effects.,10
"November 3, 2013",Depression,"The first time I took Xanax was when I was having dental work and it was prescribed for the acute anxiety I feel with dentists. This past year my regular doctor suggested I might like to take it from time to time because of depression and anxiety. It helps tremendously. I usually break the .25 mg pill in half and just take half of one. I do not use it every day, but when I need it, it's wonderful and gets me to the next day.",10
"October 26, 2013",Anxiety,"I take Xanax very rarely with Lexapro as my primary anxiety med. Xanax works perfectly to knock out secondary panic and anxiety symptoms, the best as needed anxiety med on the market. I don't recommend it as your primary anxiety med though, too addictive.",9.0
"October 18, 2013",Anxiety,"Out of all the benzodiazepines I think that Xanax (alprazolam) is the best for me, acts quick & does what it says, just be careful & if you are going to ask your Dr. For them I recommend maybe starting out a smaller dose and work up from there. If that doesn't work, the reason is, after a bit you get a little immune to strength & can bump up in dosage if this happens, unless you have a high tolerance, then maybe start at 1 mg, that way you can still move up if that doesn't work, but I recommend starting small & moving up in dosage if needed.",10
"October 11, 2013",Panic Disorder,"Take 1 or 2mgs at one time, as needed, for panic attacks. Most of the time I will have a panic attacks, for no reason or triggers. For Some panic attacks I do have a trigger. Large Crowds, NO WAY. People I know, that haven't seen in years. The only medicine that helps with panic attacks! I take Valium 10mgs, four times daily. Anxiety and panic attacks are different. Panic effects your whole day. Anxiety attacks, the Valium is in my blood.",10
"October 10, 2013",Panic Disorder,Xanax nullifies panic attacks within minutes. This is one of the best medications to treat panic disorder. It works fast but also wears off fast. It's good for acute anxiety,10
